,Instrument,Company Common Name,TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,"Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Gross Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Operating Margin, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","Total Debt to Total Equity, Percent","CO2 Equivalent Emissions Direct, Scope 1, 2022","CO2 Equivalent Emissions Direct, Scope 1, 2021","CO2 Equivalent Emissions Direct, Scope 1, 2020","CO2 Equivalent Emissions Direct, Scope 1, 2019","CO2 Equivalent Emissions Indirect, Scope 2, 2022","CO2 Equivalent Emissions Indirect, Scope 2, 2021","CO2 Equivalent Emissions Indirect, Scope 2, 2020","CO2 Equivalent Emissions Indirect, Scope 2, 2019","CO2 Equivalent Emissions Indirect, Scope 3, 2022","CO2 Equivalent Emissions Indirect, Scope 3, 2021","CO2 Equivalent Emissions Indirect, Scope 3, 2020","CO2 Equivalent Emissions Indirect, Scope 3, 2019","CO2 Equivalent Emissions Total, 2022","CO2 Equivalent Emissions Total, 2021","CO2 Equivalent Emissions Total, 2020","CO2 Equivalent Emissions Total, 2019","CO2 Estimation Method, 2022","CO2 Estimation Method, 2021","CO2 Estimation Method, 2020","CO2 Estimation Method, 2019",Employee Satisfaction,Employees With Disabilities,Employees Health & Safety Controversies,Full-Time Employees (Pvt),Employee Satisfaction,Employees With Disabilities,Employee Health & Safety Training Hours,Employee Accidents,Employee Lost Working Days,Employees Health & Safety Controversies,Employee Resource Groups,Employee Engagement Voluntary Work,Policy Supply Chain Health & Safety,Environmental Supply Chain Monitoring,Environmental Supply Chain Management,Policy Environmental Supply Chain,Supply Chain Health & Safety Training,Total Energy Use To EVIC USD in million,Water Use To EVIC USD in million,Resource Reduction Targets,Targets Water Efficiency,Targets Energy Efficiency,Renewable Energy Use Ratio,Energy Use Total,Energy Purchased Direct,Renewable Energy Purchased,Water Use To Revenues USD in million,Water Withdrawal Total,Fresh Water Withdrawal Total,Water Recycled,SOx Emissions To Revenues USD in million,Injuries To Million Hours,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Trade Union Representation,Recent Diversity Opportunity Controversies,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Board Percentage,Asian - Ethnic Minorities Board Percentage,Black or African American - Ethnic Minorities Board Percentage,Hispanic or Latino - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,White - Ethnic Minorities Board Percentage,Other - Ethnic Minorities Board Percentage,Executive Compensation Controversies,Sustainability Compensation Incentives,Executive Individual Compensation
545,WY.N,Weyerhaeuser Co,Real Estate,Real Estate,Residential & Commercial REITs,35.54595,40.17253,27.68189,17.42447,25.52042,35.71219,20.56559,2.80745,47.10205601,47.49698152,62.95956935,78.3906078,400000,400000,400000,420000,500000,500000,500000,620000,9200000,9400000,9500000,,900000,900000,900000,1040000,Reported,Reported,Reported,Reported,75,2.027,,9264,75,2.027,,,3664.42,,1,1,1,1,1,1,0,1298.416731,88.42189877,1,0,1,,36182200,9764580,,241.948154,2464000,2464000,,,8.1,1,0,26,,16,5,74,3,3,,,,,,,11.1,,,,,,,0,0,0
546,WHR.N,Whirlpool Corp,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,15.58,20.05458,19.74712,17.19477,-5.35388,10.68001,8.30078,7.58607,325.984589,108.0685101,138.1981982,156.2754304,151409,172392,191234,182097,309518,438325,471938,502314,53346900,62200000,61400000,67600000,460927,610717,663172,684411,Reported,Reported,Reported,Reported,,,,61000,,,,413,,,1,1,1,1,1,1,0,383.1843269,200.5615983,1,1,1,,5936100,5936100,,157.5238288,3107000,3107000,86000,,3.4,1,0,55,,,,,,,24,,,,,,25,16.67,8.33,,75,75,,0,1,0
547,WLY.N,John Wiley & Sons Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,68.48191,69.38166,70.72703,71.32247,3.27081,10.5273,9.55503,-2.9641,71.60503987,68.90032033,75.285877,83.01254038,1661.6,1815,,,2800.1,4510.9,,,14549.7,18633.8,,,4461.7,6325.9,,,Reported,Reported,Median,Median,,,,8800,,,,,,,1,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,28,,,,,,,0,0,0
548,WMB.N,Williams Companies Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,68.47241,62.05891,79.10351,74.80795,27.52394,24.75769,14.97603,21.15596,199.4253374,207.2572879,189.854703,166.7888947,12090000,10260000,10430000,11130000,1780000,1660000,1500000,1550000,22118000,20506500,,,13870000,11920000,11930000,12680000,Reported,Reported,Reported,Reported,,,,5043,,,,30,,,1,1,1,1,1,1,0,,,0,0,0,0.010583301,183130000,183130000,1938120,3.376315549,37021.3,,,0.04249886,3.179,1,0,0,,,,82,18,18,,,,,,,8,,,,,,,0,1,0
549,WSM.N,Williams-Sonoma Inc,Consumer Cyclicals,Retailers,Specialty Retailers,42.39747,44.04549,39.03248,36.26804,17.27404,17.62221,13.42579,7.89884,0,0,18.12940403,24.25986762,21678,20499,17537,14990,64143,66794,70415,87335,4052222,3442303,3791154,,85821,87293,87952,102325,Reported,Reported,Reported,Reported,,,,12500,,,,,,,1,1,1,1,1,1,1,85.28624067,,0,0,0,0.008177483,963230.4,963230.4,7876.8,,,,,,,1,0,,,13.8,16.1,54.8,4.2,4.2,40.9,18.7,7.6,10,59.1,4.6,31.3,20.1,2.9,4,68.7,68.7,4.3,0,0,0
550,WGO.N,Winnebago Industries Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,16.79033,18.74521,17.91709,13.35485,8.61432,11.76946,11.22419,4.82961,43.95877494,43.82548949,50.57718344,62.01692879,18687,,,,20910,,,,4230680,,,,39597,44299,46631,,Reported,Reported,Reported,Median,,,,6250,,,,6,,,0,1,1,1,1,1,0,,71.29683553,1,1,0,,,,,35.80610481,177517,177517,,,29.25,1,0,0,,,,,,,9,,,,,,22,,,,,,,0,1,0
551,WWW.N,Wolverine World Wide Inc,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,39.86889,42.64773,41.06973,40.62981,-7.76222,5.02712,-7.96159,7.52078,361.1977542,153.5578145,128.6961169,104.1346028,,,,,,,,,,,,,,,,,Energy,Energy,Energy,Energy,79,,,4300,79,,,,,,1,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,14,,,,,,20,,,,,,,0,0,0
552,WOR.N,Worthington Enterprises Inc,Basic Materials,Mineral Resources,Metals & Mining,13.49185,13.63575,20.15111,14.49231,4.31957,6.28108,5.28068,0.60328,40.84849686,50.2857332,50.81480168,85.23965639,,142989,130506,134257,,147629,139201,160799,,,,,,290618,269707,295056,CO2,Reported,Reported,Reported,75,,,8200,75,,,172,,,0,1,0,,0,1,0,,,0,0,0,,,,,,,,,,9.35,1,0,15,,10.934,6.834,79.085,1.055,1.055,8.164,2.721,2.04,2.721,91.836,0.682,,,,,,,,0,0,0
553,SPB.N,Spectrum Brands Holdings Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,31.68425,31.61692,34.5719,34.91751,-6.77333,0.74062,3.23872,8.06216,61.78503337,249.9050032,170.2765134,175.9360568,30706.6,,,,68226.8,,,,53906.1,,,,98933.4,,,,Reported,Median,Median,Median,,,,3100,,,,,,,0,0,1,1,1,1,0,,,1,1,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,57,28,29,,43,43,,0,0,0
554,ZBRA.OQ,Zebra Technologies Corp,Technology,Technology Equipment,Electronic Equipment & Parts,45.39007,46.70339,45.03147,46.82274,9.15067,17.39826,14.63579,15.42921,74.0212221,33.21045576,58.06902985,69.439913,2300,2100,,,10000,10600,,,1482200,1465000,,,12300,12700,,,Reported,Reported,Median,Median,,,,10500,,,,,,,1,1,1,,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,4,12,64,2,2,23,17,1,4,77,1,22,11.11,11.11,,77.78,77.78,,0,0,0
555,ACCO.N,ACCO Brands Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,28.35798,30.36093,29.74867,32.39249,1.78681,7.45569,6.79072,10.03221,123.009505,115.2983349,152.2956779,104.7434406,,,,,,,,,,,,,22420,25812,34031,42817,Reported,Reported,Reported,Reported,,,,6000,,,,,,,0,1,1,1,1,1,1,,,1,1,1,,305411,262653,,,,,,,,1,1,,,,,,,,20,,,,,,20,,,,,,,0,1,0
556,M.N,Macy's Inc,Consumer Cyclicals,Retailers,Diversified Retail,39.51393,40.86668,32.11029,40.10896,6.55997,8.1251,-25.19202,3.4819,73.81185693,91.52167909,191.1476694,65.59510742,36870,,45504,97837,367601,,552248,631865,16390,,,,404471,,597752,729702,Reported,CO2,Reported,Reported,,,,94570,,,,,,,1,1,1,,1,1,0,472.1323114,,1,1,1,,4508670,3758870,,,,,,,,1,0,7,,22,25,35,7,7,48,15,13,16,52,4,27,10,7,7,73,73,3,0,1,0
557,JACK.OQ,Jack in the Box Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,53.24161,53.45243,60.17916,60.56391,16.47178,16.91117,25.35224,18.73371,,,,,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,476,,,,,,,0,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,22.22,0,11.11,11.11,77.78,77.78,0,0,0,0
558,GTN.N,Gray Television Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,39.00979,33.27808,44.8551,36.19227,26.44178,15.78947,31.07938,22.52592,233.3694866,280.6398006,165.3766126,174.8817408,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,8942,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,5.759,,19,,77,4,4,12,,12,,88,,20,,,,,,,0,0,0
559,IT.N,Gartner Inc,Technology,Software & IT Services,Software & IT Services,69.06832,69.49504,67.18976,63.47584,20.09016,19.34428,10.86344,8.66865,1080.521778,663.7140285,181.47012,232.6467383,2259.3,586,718,1055,10761.4,11461,11310,14642,39646.6,9170,6830,,13020.7,12047,12028,15697,Reported,Reported,Reported,Reported,,,,19500,,,,,,,1,1,1,,1,1,0,,,0,0,0,,94700.9,94700.9,,,,,,,,1,0,,,5.1,7.7,76.2,2.7,2.7,16.7,9.5,2.4,3.1,83.3,1.7,25,,8.33,16.67,75,75,,0,1,0
560,IFN.N,India Fund Inc,Financials,Collective Investments,Collective Investments,-20.4209,-33.44593,1.03673,22.6224,-41.46313,-54.97194,-15.94758,8.77589,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,EYPT.OQ,EyePoint Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,79.89083,77.8635,83.08796,86.80579,-244.41117,-144.051,-110.91268,-253.72453,41.32180807,19.9235275,205.8518958,566.9027611,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,144,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,12.5,12.5,,,87.5,87.5,,0,0,0
562,LAUR.OQ,Laureate Education Inc,Academic & Educational Services,Academic & Educational Services,Miscellaneous Educational Service Providers,37.53923,36.96914,28.38737,27.90441,21.84515,-7.65519,-32.89905,-0.57835,29.90276028,13.46986395,43.7328269,40.9146304,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,35000,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,25,,,12.5,75,75,12.5,0,0,0
563,ERIE.OQ,Erie Indemnity Co,Financials,Insurance,Insurance,13.24639,12.07668,13.3317,14.42455,13.22291,12.08462,13.20246,14.41667,0,6.98946277,8.069034248,8.631876554,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,5970,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
564,BTT.N,BlackRock Municipal 2030 Target Term Trust,Financials,Collective Investments,Collective Investments,50.82494,78.78273,80.807,70.42391,50.38862,78.28796,80.36039,69.98776,49.54668335,59.96042085,51.18933146,54.53171932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,NHI.N,National Health Investors Inc,Real Estate,Real Estate,Residential & Commercial REITs,86.3473,96.10398,97.09956,98.17719,13.15269,27.00367,50.21499,50.44281,90.33919188,82.46944594,99.14371718,96.18290487,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,25,,,,,,,0,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
566,WNC.N,Wabash National Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",12.89666,10.89505,10.78043,13.21104,6.65202,1.83234,-5.79045,6.15686,99.54855601,131.5891491,110.7385169,87.54347509,48200,44700,42200,59700,43600,43200,40000,56600,,,,,91800,87900,82200,116300,Reported,Reported,Reported,Reported,,,,6900,,,,77,,,0,1,1,1,1,1,0,756.8232345,85.94673856,0,0,0,,1120000,1120000,,50.83269055,127190,,,,5.6,1,0,0,,,,,,,,,,,,,22.2,,,,,,,0,1,0
567,APH.N,Amphenol Corp,Technology,Technology Equipment,Electronic Equipment & Parts,31.91159,31.27718,30.98187,31.80392,20.48483,19.35493,19.0536,19.51151,65.25029933,76.16470962,71.80263329,79.61282917,43881,38057,31283,39854,357248,349458,306475,271626,6014744,410590,,,401129,387515,337758,311480,Reported,Reported,Reported,Reported,,,,91000,,,,,,,0,1,1,1,1,1,1,65.89969947,75.41022581,0,0,0,0.163447998,3292790.4,3278649.6,538200,298.5027331,3768000,3768000,,,,1,0,10,,,,,,,,,,,,,20,,,,,,,0,0,0
568,QCOM.OQ,Qualcomm Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,55.69793,57.83937,57.51058,57.41107,21.37353,35.77602,29.06513,26.92007,71.34979843,85.94903681,158.241206,260.9182162,106659,112479,75290,73832,187447,203047,114060,120771,3649499,2705344,112252,112252,294106,315526,189350,194603,Reported,Reported,Reported,Reported,,2.6,,50000,,2.6,,55,,,1,1,1,1,1,1,0,17.11528966,17.54673275,1,0,1,,2854173.773,2853262.973,,87.17517518,2926121.93,2524868.47,401253.46,0.000205863,0.6,1,1,,,1.5,4.8,29.5,2.5,2.5,7.3,,,,92.7,7.3,29,,,,71,71,29,0,1,0
569,HMN.N,Horace Mann Educators Corp,Financials,Insurance,Insurance,,,,,,,,,45.34280251,27.80790085,24.4303743,27.62898898,757.53,1101.04,1330.29,1763.18,2237.69,3950.83,4049.49,6018.73,,,,,2995.22,5051.87,5379.78,7781.91,Reported,Reported,Reported,Reported,,,,1700,,,,,,,0,1,0,,0,1,0,,,0,0,0,,,,,21.97115385,30619,,,,,1,0,0,,13,4,76,4,4,,,,,,,22.22,,11.11,11.11,77.78,77.78,,0,0,0
570,WT.N,Wisdomtree Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,,,,,19.93894,24.21447,13.13262,8.56345,73.30686019,79.26108166,41.78329831,37.4389603,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,273,,,,,,,1,1,1,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,22.2,11.1,11.1,,77.8,77.8,,0,0,0
571,WRLD.OQ,World Acceptance Corp,Financials,Banking & Investment Services,Banking Services,91.81527,94.26073,95.10995,95.61104,4.40288,11.26043,21.19817,5.91656,154.5229493,185.6304184,100.0197714,109.5001064,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,3075,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,16.31,22.27,56.77,4.65,4.65,,,,,,,28.571,14.285,14.285,,71.428,71.428,,0,0,0
572,VKQ.N,Invesco Municipal Trust,Financials,Collective Investments,Collective Investments,62.89978,74.37443,73.45061,64.20363,62.27635,73.66561,72.79432,63.30794,63.08231588,64.17459484,61.68005859,63.15587767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,NXP.N,Nuveen Select Tax-Free Income Portfolio,Financials,Banking & Investment Services,Investment Banking & Investment Services,94.34523,94.19755,94.34414,94.22516,93.57039,91.783,93.33607,93.20059,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,IART.OQ,Integra Lifesciences Holdings Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,63.04516,63.33919,64.55366,64.45504,15.11171,15.13289,9.4606,6.01355,79.98850589,91.77227737,102.6143549,95.15259018,13902,,,,18249,,,,,,,,32151,,,,Reported,Median,Median,Median,,,,3722,,,,,,,1,1,1,,1,1,0,62.26626428,,1,1,0,,449575.2,449575.2,0,,,,,,,1,0,,,,,,,,,,,,,,11,,11,,89,89,,0,1,0
575,MODG.N,Topgolf Callaway Brands Corp,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,60.34237,59.46522,41.3716,45.07693,6.42691,6.53322,-6.63842,7.79912,43.37228095,32.24983994,101.8275897,77.70908565,49132,,,,108672,,,,,,,,157804,,,,Reported,Median,Median,Median,,,,32000,,,,,,,1,1,1,1,1,1,1,242.87477,159.5690053,0,0,0,0.011668184,1528155.6,1528155.6,17830.8,320.4136016,1004000,,,1.05E-05,11.797,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
576,ABIT.PK,Athena Bitcoin Global,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,19.05789,6.81248,9.49708,2.85298,9.30842,-2.10405,2.88524,-15.67813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,ICUI.OQ,ICU Medical Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,30.60359,37.33853,36.30964,37.26592,-1.88149,9.36293,7.72319,8.47886,79.23880631,0.167694803,0.195837619,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,14500,,,,,,,1,1,1,,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,33.33,,,,,,,0,0,0
578,AZZ.N,AZZ Inc,Basic Materials,Mineral Resources,Metals & Mining,22.35812,22.35812,22.49889,22.3417,13.11813,13.11813,7.34447,7.47238,124.1357533,33.93705094,28.62526713,31.9812222,85615,79510,78282,,25427,23158,25526,,,,,,111042,102668,103808,,Reported,Reported,Reported,Median,,,,3837,,,,,,,0,0,1,1,1,1,0,1334.385033,240.2944297,0,0,0,,1924330,1924330,,383.8981061,346531,,,,19.95,1,0,7.156,,10.6,31.6,53.3,2.9,2.9,,,,,,,10,,10,,90,90,,0,1,0
579,CDP.N,COPT Defense Properties,Real Estate,Real Estate,Residential & Commercial REITs,49.50827,52.84146,56.06847,51.99364,24.46545,10.24508,31.00279,24.75103,132.7024628,140.0288401,125.641302,109.1303545,13899,21855,17526,12341,86964,620722,491640,103078,,,,,100863,642577,509166,115419,Reported,Reported,Reported,Reported,,,,395,,,,6,,,0,1,1,,0,0,0,242.2149816,129.4915675,1,1,1,0.014107481,1326190,1325350,18709.2,1067.054358,709000,709000,,,8,1,0,,,,,,,,,,,,,,10,,,,,,,0,0,0
580,AGCO.N,AGCO Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",23.72307,23.09419,22.48708,21.94682,10.00206,8.9906,6.55431,3.85007,37.7833299,44.31921309,54.67114094,47.71532693,80618,58342,50269,24000,91508,99280,91287,124000,27287128,24806083,,,172126,157622,141556,148000,Reported,Reported,Reported,Reported,,,,25600,,,,558,,,1,1,1,1,1,1,0,,,1,0,1,0.313419479,2505224,2497823,785186,57.38092227,725949,725949,2742,,10.9,1,1,,,,,,,,,,,,,,30,10,,,70,70,20,0,1,0
581,GS.N,Goldman Sachs Group Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,61.20272,84.05884,76.79012,62.43444,19.62713,41.6132,22.14513,19.27265,725.1414382,815.2811892,729.9545511,661.8290589,11980,12166,9647,12673,158151,143797,141583,166249,57233,,29295,135473,170131,155963,151230,178922,Reported,Reported,Reported,Reported,,,,48500,,,,,,,1,1,1,,1,1,1,3.170599549,1.606617605,1,0,1,0.87995335,1836666,1836666,1616180.4,13.54487637,930682,930682,,,,1,1,,2,,,,,,,,,,,,25,8.33,8.33,,75,75,8.34,0,1,0
582,JBSS.OQ,John B Sanfilippo & Son Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,21.16975,20.88437,21.54815,19.97234,9.02523,9.14739,9.92193,8.92486,2.757976366,18.49788933,10.09344561,20.59453152,38190,,,,4995,,,,,,,,43185,,,,Reported,Median,Median,Median,,,,1400,,,,,,,1,1,1,1,1,1,1,,150.1290973,0,0,0,,,,,139.3270776,133178.295,,,,,1,0,,,14.1,51.9,26.9,0.5,0.5,33.17,5.94,6.93,20.3,66.83,,10,,,10,90,90,,0,0,0
583,STBA.OQ,S&T Bancorp Inc,Financials,Banking & Investment Services,Banking Services,,,,,,,,,5.840836899,13.37092007,13.2437467,11.32829082,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,1182,,,,,,,1,1,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,8.33,,8.33,,91.67,91.67,,0,0,0
584,ATNI.OQ,ATN International Inc,Technology,Telecommunications Services,Telecommunications Services,54.7144,52.65079,75.46065,74.25636,1.09432,-2.49309,2.01562,3.04908,80.44723517,60.96365904,11.27903861,12.78260432,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,2400,,,,,,,0,1,0,,1,1,0,,,0,0,0,,,,,,,,,,,1,0,22,,,,,,,,,,,,,14.29,,14.29,,85.71,85.71,,0,0,0
585,BKE.N,Buckle Inc,Consumer Cyclicals,Retailers,Specialty Retailers,50.25346,50.44071,44.45554,41.92972,24.39304,25.91512,18.64264,14.60666,0,0,0,0,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,3100,,,,,,,0,1,1,1,1,1,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0
586,GILD.OQ,Gilead Sciences Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,79.26396,75.82494,81.48163,79.17502,26.86852,36.32302,16.48912,19.09662,118.7853107,126.7027386,172.5195034,109.1809101,54584,48080,54070,46446,56754,58494,55561,45938,1002110,1474683,1437890,38186,111338,106574,109631,92384,Reported,Reported,Reported,Reported,,,,17000,,,,69,0.038,,1,1,1,1,1,1,0,14.32542816,6.385273115,1,0,1,0.197840699,1687120,1672120,333781,27.54074345,752000,752000,,,2.35,1,1,6,,7.1,11.6,39.8,3.8,3.8,55,39,6,8,45,2,,,,,,,,0,1,0
587,ROP.OQ,Roper Technologies Inc,Technology,Software & IT Services,Software & IT Services,69.86113,70.49526,70.31374,66.41919,28.37969,25.67752,26.92174,47.5707,41.53749267,68.50516266,91.28513903,55.57686027,8189.13,,,,5977.37,,,,,,,,14166.51,,,,Reported,Median,Median,Median,,,,15800,,,,,,,0,1,1,,1,0,0,3.940722975,0.315104875,0,0,0,0.01,206831.73,206831.73,2068.3173,3.078765032,16538.51,16538.51,,,,1,1,,,,,,,,,,,,,,22.22,,11.11,11.11,77.78,77.78,,0,0,0
588,SNPS.OQ,Synopsys Inc,Technology,Software & IT Services,Software & IT Services,79.08142,79.06744,79.50196,78.43611,21.72414,22.86782,17.47755,16.82751,0.294079945,0.377538764,1.890149396,2.606408602,4104,2749,4808,4666,34592,22244,28885,28817,4601,22005,57702,58145,38696,24993,33693,33483,Reported,Reported,Reported,Reported,79,,,20300,79,,,,,,1,1,1,1,1,1,1,11.28876979,,0,0,0,,574765,574765,,,,,,,,1,1,,,1,3,41,4,4,56,50,1,3,44,2,12.5,,,12.5,87.5,87.5,,0,0,0
589,BSX.N,Boston Scientific Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,68.99543,69.036,65.23757,70.66605,11.47295,10.0858,-0.80702,14.14066,50.84504638,54.5361569,59.65679238,72.11933415,35596,35395,35908,34168,13121,16889,17823,50611,,,,,48717,52284,53731,84779,Reported,Reported,Reported,Reported,,,,45000,,,,126,,,1,1,0,1,1,1,0,21.9455887,12.99171608,1,0,1,0.399715347,1454400,1454400,581346,67.89149976,861000,861000,,,1.4,1,1,,,9.2,11.9,63.8,2.3,2.3,,,,,,,22,,,,,,,0,1,0
590,REPX.A,Riley Exploration Permian Inc,Energy,Energy - Fossil Fuels,Oil & Gas,83.92164,79.73265,-1.74457,31.0731,63.25514,39.64353,-120.17775,-10.28304,16.79432352,27.06482024,2.836095764,1.606805293,,,,,,,,,,,,,,,,,Median,Median,,,,,,65,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,16.67,,,,,,,0,0,0
591,FC.N,Franklin Covey Co,Academic & Educational Services,Academic & Educational Services,Professional & Business Education,76.10482,76.81907,77.13054,73.25049,9.39716,9.00697,3.61381,1.5409,19.49296921,29.29939382,41.14295731,61.64196929,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,1160,,,,,,,1,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0
592,KSS.N,Kohls Corp,Consumer Cyclicals,Retailers,Diversified Retail,36.69466,41.1465,36.23942,39.22099,1.35927,7.61077,-1.64212,5.54721,129.6040393,89.27268826,76.07775212,61.41284404,56759,48959,45866,50382,347850,347501,347417,456048,5594880,466912,503258,486295,404609,396460,393283,506430,Reported,Reported,Reported,Reported,,,,36000,,,,2690,,,1,1,1,1,1,1,1,,,1,1,1,0.079056747,4124240,4120690,326049,,,,,,13.45,1,1,0,,,,,,,25,,,,,,27,,,,,,,0,0,0
593,USPH.N,US Physical Therapy Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,20.25223,23.67814,23.25962,23.34154,10.26875,14.66824,15.58365,13.98949,58.16911711,40.05906511,7.783531286,21.2643128,,,,,,,,,,,,,,,,,Median,Median,Median,Median,,,,3570,,,,,,,0,0,0,,0,0,0,,,0,0,0,,,,,,,,,,,1,0,,,,,,,,,,,,,,11.11,,11.11,,88.89,88.89,,0,1,0
594,WIRE.OQ,Encore Wire Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",36.86498,33.46855,15.23437,13.01739,30.32266,26.96792,7.63751,5.61014,0,0,0,0,19843,,,,50217,,,,,,,,70060,,,,Reported,Median,Median,Median,,,,1672,,,,50,,,0,1,1,,1,1,0,,,0,0,0,0.005,842034,842034,4210.17,,,,,,15,1,0,0,,,,,,,,,,,,,16.67,,16.67,,83.33,83.33,,0,1,1
